date,策略净值,基准净值,策略收益率
2025-06-26,14571235.089100024,15963507.833942141,0.001669215529277679
2025-06-27,14472596.089100024,15829639.27788291,-0.0067694330231338196
2025-06-30,14422046.089100024,15782796.170982616,-0.0034928080414039497
2025-07-01,14448451.289200025,15933930.66940976,0.001830891396190859
2025-07-02,14611286.289200027,16033578.84694167,0.011270066025811154
2025-07-03,14556228.289200027,15951613.092259431,-0.0037681829587239424
2025-07-04,14552024.289200027,16020911.516527932,-0.0002888110791117171
2025-07-07,14390774.289200027,15927159.502518592,-0.011080932576485125
2025-07-08,14453921.289200025,15937963.342760745,0.004388019625003015
2025-07-09,14457156.289200027,15946084.943228483,0.0002238146960451548
2025-07-10,14523623.289200027,16070317.75024053,0.004597515491317816
2025-07-11,14580348.289200027,16001530.155265484,0.003905705819441163
2025-07-14,14600169.289200027,16054006.170320822,0.001359432546250039
2025-07-15,14567245.289200027,15971280.982027201,-0.0022550423455949264
2025-07-16,14533314.289200027,15946497.69021161,-0.002329266743737457
2025-07-17,14671830.289200027,15919697.886563655,0.009530929920295916
2025-07-18,14733987.289200027,15996790.14591852,0.0042364857536385525
2025-07-21,14792588.289200027,16126655.67507638,0.003977266903369303
2025-07-22,15167275.289200027,16351536.083754905,0.025329373918528963
2025-07-23,15198633.289200027,16334464.378116326,0.002067477473843171
2025-07-24,15219552.289200027,16304732.916096324,0.001376373756899918
2025-07-25,14998445.289200027,16168597.958028242,-0.01452782551014331
2025-07-28,14884560.289200027,16012874.321722746,-0.007593120340413262
2025-07-29,14854150.289200027,15996629.14051953,-0.002043056657982989
2025-07-30,14886309.289200027,16141537.26079546,0.002164984154184868
2025-07-31,14575327.289200027,15885925.550015762,-0.020890470160096486
2025-08-01,14599106.289200027,15808617.07407559,0.0016314556461192176
2025-08-04,14647518.289200027,15836242.703430654,0.0033160933992113506
2025-08-05,14730765.289200025,15931451.989402851,0.005683351838609907
2025-08-06,14982028.289200027,15981417.411669198,0.01705702284077648
2025-08-07,15091702.289200027,16032764.931683041,0.007320370638938201
2025-08-08,15082430.289200027,16085388.15782968,-0.0006143773460621782
2025-08-11,15017180.289200027,15987548.942243885,-0.004326225863395705
2025-08-12,15120791.289200027,16071148.745174294,0.006899497642344654
2025-08-13,15056249.289200027,16010280.490443112,-0.004268427410019093
2025-08-14,14989994.289200027,15936962.131432606,-0.004400498339750869
2025-08-15,15007053.289200027,15948979.31208053,0.0011380257837916297
2025-08-18,14942318.289200027,15957550.365605641,-0.0043136383107660325
2025-08-19,14949639.289200027,15966279.976134824,0.0004899507464843911
2025-08-20,15099160.289200027,16038945.678888617,0.010001646000115771
2025-08-21,15144350.289200027,16117851.102781354,0.0029928816658979507
2025-08-22,15220432.289200027,16136320.92577893,0.005023787653291256
2025-08-25,15367359.289200027,16306958.604146665,0.009653273784099747
2025-08-26,15246928.289200027,16275263.046972448,-0.007836805122701684
2025-08-27,15017958.289200027,16030325.485807166,-0.015017451099457735
2025-08-28,14792894.289200027,15998087.717191286,-0.014986324749739932
2025-08-29,14695263.289200027,15994517.670282885,-0.006599857883881288
2025-09-01,14639605.289200027,15960192.03972659,-0.0037874789246481466
2025-09-02,14578554.289200027,16152037.263126308,-0.004170262708178218
2025-09-03,14475365.289200027,16019444.17169948,-0.007078136689894099
2025-09-04,14519768.289200027,16023703.339289896,0.00306748735613116
2025-09-05,14621458.289200027,16042930.912952136,0.007003555289214702
2025-09-08,14688085.289200027,16067582.16144769,0.004556795819006254
2025-09-09,14711238.289200027,16056862.013879985,0.0015763116528895171
2025-09-10,14602191.289200025,16044619.895025121,-0.00741249634166119
